date,dam_id,day_of_year,month,month_sin,month_cos,temp_mean,temp_max,temp_min,precip_mm,et0_mm,wind_kmh,population,irrigation_area_ha,catchment_area_km2,irrigation_season_flag,is_ramadan,fill_ratio,inflow_m3,evap_m3,pop_m3,industry_m3,agri_m3,total_demand_m3,demand_lag_1d,fill_lag_1d,demand_lag_7d,fill_lag_7d,demand_lag_14d,fill_lag_14d,demand_lag_30d,fill_lag_30d
2025-07-01,dam_tamesna,182,7,-0.4999999999999997,-0.8660254037844388,26.6,31.8,21.9,0.0,5.59,3.0,300000,2000,1200,1,0,0.9291,0.0,2707.0,59098.0,9945.0,33420.0,102462.0,104531.0,0.9312,97531.0,0.9428,98799.0,0.9133,93072.0,0.9406
2025-07-02,dam_tamesna,183,7,-0.4999999999999997,-0.8660254037844388,26.7,30.1,23.5,0.0,5.14,5.9,300000,2000,1200,1,0,0.9271,0.0,2483.0,59644.0,11379.0,34114.0,105137.0,102462.0,0.9291,93701.0,0.941,103618.0,0.9113,105534.0,0.9385
2025-07-03,dam_tamesna,184,7,-0.4999999999999997,-0.8660254037844388,26.1,31.7,22.8,0.0,5.28,11.1,300000,2000,1200,1,0,0.9252,0.0,2545.0,55677.0,9981.0,31854.0,97513.0,105137.0,0.9271,101377.0,0.939,100472.0,0.9093,95914.0,0.9366
2025-07-04,dam_tamesna,185,7,-0.4999999999999997,-0.8660254037844388,24.3,31.5,19.7,0.0,4.91,11.0,300000,2000,1200,1,0,0.9234,0.0,2362.0,49639.0,8879.0,32170.0,90688.0,97513.0,0.9252,94997.0,0.9371,100829.0,0.9073,93471.0,0.9347
2025-07-05,dam_tamesna,186,7,-0.4999999999999997,-0.8660254037844388,30.0,34.2,26.9,0.0,5.18,6.1,300000,2000,1200,1,0,0.9214,0.0,2487.0,58118.0,10165.0,29589.0,97872.0,90688.0,0.9234,96207.0,0.9352,99277.0,0.9053,105711.0,0.9326
2025-07-06,dam_tamesna,187,7,-0.4999999999999997,-0.8660254037844388,24.0,33.5,20.5,0.0,4.74,10.5,300000,2000,1200,1,0,0.9194,0.0,2271.0,59055.0,10957.0,33547.0,103559.0,97872.0,0.9214,99694.0,0.9332,97049.0,0.9034,89835.0,0.9308
2025-07-07,dam_tamesna,188,7,-0.4999999999999997,-0.8660254037844388,25.5,29.6,22.4,0.0,5.38,6.6,300000,2000,1200,1,0,0.9173,0.0,2572.0,61818.0,10465.0,34073.0,106356.0,103559.0,0.9194,104531.0,0.9312,99335.0,0.9306,100066.0,0.9289
2025-07-08,dam_tamesna,189,7,-0.4999999999999997,-0.8660254037844388,25.6,28.9,21.1,0.0,4.15,6.3,300000,2000,1200,1,0,0.9154,0.0,1980.0,57772.0,9217.0,31180.0,98169.0,106356.0,0.9173,102462.0,0.9291,97531.0,0.9428,102775.0,0.9268
2025-07-09,dam_tamesna,190,7,-0.4999999999999997,-0.8660254037844388,27.6,31.2,21.4,0.0,5.61,4.8,300000,2000,1200,1,0,0.9134,0.0,2670.0,55401.0,10334.0,32817.0,98552.0,98169.0,0.9154,105137.0,0.9271,93701.0,0.941,99248.0,0.9249
2025-07-10,dam_tamesna,191,7,-0.4999999999999997,-0.8660254037844388,25.8,29.0,21.0,0.0,4.72,4.8,300000,2000,1200,1,0,0.9115,0.0,2242.0,57906.0,10074.0,29425.0,97405.0,98552.0,0.9134,97513.0,0.9252,101377.0,0.939,99788.0,0.9229
2025-07-11,dam_tamesna,192,7,-0.4999999999999997,-0.8660254037844388,28.9,32.1,22.3,0.0,5.08,8.2,300000,2000,1200,1,0,0.9095,0.0,2408.0,59272.0,11858.0,29902.0,101032.0,97405.0,0.9115,90688.0,0.9234,94997.0,0.9371,104072.0,0.925
2025-07-12,dam_tamesna,193,7,-0.4999999999999997,-0.8660254037844388,24.8,28.3,21.3,5.1,4.62,11.1,300000,2000,1200,1,0,0.9357,1451517.0,2185.0,53996.0,10550.0,21632.0,86179.0,101032.0,0.9095,97872.0,0.9214,96207.0,0.9352,101264.0,0.923
2025-07-13,dam_tamesna,194,7,-0.4999999999999997,-0.8660254037844388,26.0,29.8,23.0,0.0,4.75,5.8,300000,2000,1200,1,0,0.9339,0.0,2311.0,53604.0,9349.0,28561.0,91513.0,86179.0,0.9357,103559.0,0.9194,99694.0,0.9332,96134.0,0.9211
2025-07-14,dam_tamesna,195,7,-0.4999999999999997,-0.8660254037844388,27.4,30.7,23.8,0.0,5.69,10.3,300000,2000,1200,1,0,0.9319,0.0,2763.0,56438.0,10588.0,33999.0,101025.0,91513.0,0.9339,106356.0,0.9173,104531.0,0.9312,95108.0,0.9192
2025-07-15,dam_tamesna,196,7,-0.4999999999999997,-0.8660254037844388,26.0,29.6,22.0,0.0,5.15,11.0,300000,2000,1200,1,0,0.93,0.0,2496.0,54856.0,10554.0,31592.0,97001.0,101025.0,0.9319,98169.0,0.9154,102462.0,0.9291,98659.0,0.9172
2025-07-16,dam_tamesna,197,7,-0.4999999999999997,-0.8660254037844388,28.2,33.8,21.0,0.0,4.98,6.6,300000,2000,1200,1,0,0.9281,0.0,2408.0,55170.0,10430.0,30208.0,95808.0,97001.0,0.93,98552.0,0.9134,105137.0,0.9271,99581.0,0.9153
2025-07-17,dam_tamesna,198,7,-0.4999999999999997,-0.8660254037844388,30.4,34.2,26.1,0.0,3.96,6.4,300000,2000,1200,1,0,0.9264,0.0,1911.0,52682.0,9337.0,27084.0,89103.0,95808.0,0.9281,97405.0,0.9115,97513.0,0.9252,98799.0,0.9133
2025-07-18,dam_tamesna,199,7,-0.4999999999999997,-0.8660254037844388,27.5,31.7,23.5,0.0,5.18,7.2,300000,2000,1200,1,0,0.9245,0.0,2495.0,59312.0,10211.0,25264.0,94786.0,89103.0,0.9264,101032.0,0.9095,90688.0,0.9234,103618.0,0.9113
2025-07-19,dam_tamesna,200,7,-0.4999999999999997,-0.8660254037844388,25.0,29.0,20.9,0.0,4.36,3.8,300000,2000,1200,1,0,0.9226,0.0,2096.0,57958.0,10124.0,27460.0,95542.0,94786.0,0.9245,86179.0,0.9357,97872.0,0.9214,100472.0,0.9093
2025-07-20,dam_tamesna,201,7,-0.4999999999999997,-0.8660254037844388,25.8,29.5,20.6,0.0,4.99,7.7,300000,2000,1200,1,0,0.9208,0.0,2394.0,57030.0,9783.0,28287.0,95100.0,95542.0,0.9226,91513.0,0.9339,103559.0,0.9194,100829.0,0.9073
2025-07-21,dam_tamesna,202,7,-0.4999999999999997,-0.8660254037844388,26.7,30.0,23.6,0.0,4.1,5.9,300000,2000,1200,1,0,0.9189,0.0,1963.0,58756.0,9925.0,25643.0,94324.0,95100.0,0.9208,101025.0,0.9319,106356.0,0.9173,99277.0,0.9053
2025-07-22,dam_tamesna,203,7,-0.4999999999999997,-0.8660254037844388,23.9,27.6,19.5,0.0,4.88,5.2,300000,2000,1200,1,0,0.917,0.0,2332.0,55767.0,10432.0,30153.0,96352.0,94324.0,0.9189,97001.0,0.93,98169.0,0.9154,97049.0,0.9034
2025-07-23,dam_tamesna,204,7,-0.4999999999999997,-0.8660254037844388,24.4,30.9,21.1,0.0,4.57,6.2,300000,2000,1200,1,0,0.9151,0.0,2179.0,54522.0,10807.0,30340.0,95669.0,96352.0,0.917,95808.0,0.9281,98552.0,0.9134,99335.0,0.9306
2025-07-24,dam_tamesna,205,7,-0.4999999999999997,-0.8660254037844388,22.4,25.9,17.9,0.0,5.36,7.2,300000,2000,1200,1,0,0.9133,0.0,2551.0,52132.0,9190.0,31379.0,92701.0,95669.0,0.9151,89103.0,0.9264,97405.0,0.9115,97531.0,0.9428
2025-07-25,dam_tamesna,206,7,-0.4999999999999997,-0.8660254037844388,24.2,30.3,17.2,0.0,4.73,10.1,300000,2000,1200,1,0,0.9114,0.0,2246.0,54873.0,10397.0,29786.0,95056.0,92701.0,0.9133,94786.0,0.9245,101032.0,0.9095,93701.0,0.941
2025-07-26,dam_tamesna,207,7,-0.4999999999999997,-0.8660254037844388,28.1,34.9,24.6,0.0,4.39,8.0,300000,2000,1200,1,0,0.9096,0.0,2081.0,57579.0,9985.0,27622.0,95187.0,95056.0,0.9114,95542.0,0.9226,86179.0,0.9357,101377.0,0.939
2025-07-27,dam_tamesna,208,7,-0.4999999999999997,-0.8660254037844388,25.0,28.5,19.8,0.0,4.02,5.9,300000,2000,1200,1,0,0.9077,0.0,1901.0,56315.0,9116.0,26757.0,92188.0,95187.0,0.9096,95100.0,0.9208,91513.0,0.9339,94997.0,0.9371
2025-07-28,dam_tamesna,209,7,-0.4999999999999997,-0.8660254037844388,25.7,35.0,20.7,0.0,4.75,5.6,300000,2000,1200,1,0,0.9059,0.0,2242.0,53776.0,8691.0,30968.0,93435.0,92188.0,0.9077,94324.0,0.9189,101025.0,0.9319,96207.0,0.9352
2025-07-29,dam_tamesna,210,7,-0.4999999999999997,-0.8660254037844388,24.7,28.3,17.8,0.0,4.45,7.3,300000,2000,1200,1,0,0.9042,0.0,2096.0,53087.0,9296.0,23868.0,86251.0,93435.0,0.9059,96352.0,0.917,97001.0,0.93,99694.0,0.9332
2025-07-30,dam_tamesna,211,7,-0.4999999999999997,-0.8660254037844388,24.2,33.2,20.4,0.0,4.07,7.1,300000,2000,1200,1,0,0.9025,0.0,1914.0,55317.0,8612.0,24105.0,88034.0,86251.0,0.9042,95669.0,0.9151,95808.0,0.9281,104531.0,0.9312
2025-07-31,dam_tamesna,212,7,-0.4999999999999997,-0.8660254037844388,24.2,27.4,20.9,0.0,4.58,8.7,300000,2000,1200,1,0,0.9008,0.0,2149.0,53360.0,9565.0,24265.0,87189.0,88034.0,0.9025,92701.0,0.9133,89103.0,0.9264,102462.0,0.9291
2025-08-01,dam_tamesna,213,8,-0.8660254037844385,-0.5000000000000004,25.7,29.4,22.6,0.0,4.78,5.5,300000,2000,1200,1,0,0.8989,0.0,2239.0,54484.0,11246.0,28267.0,93997.0,87189.0,0.9008,95056.0,0.9114,94786.0,0.9245,105137.0,0.9271
2025-08-02,dam_tamesna,214,8,-0.8660254037844385,-0.5000000000000004,22.6,26.4,18.3,0.0,4.15,0.8,300000,2000,1200,1,0,0.8972,0.0,1940.0,52447.0,9703.0,23191.0,85340.0,93997.0,0.8989,95187.0,0.9096,95542.0,0.9226,97513.0,0.9252
2025-08-03,dam_tamesna,215,8,-0.8660254037844385,-0.5000000000000004,23.3,27.1,17.4,0.0,3.73,0.0,300000,2000,1200,1,0,0.8954,0.0,1740.0,59122.0,10716.0,25189.0,95026.0,85340.0,0.8972,92188.0,0.9077,95100.0,0.9208,90688.0,0.9234
2025-08-04,dam_tamesna,216,8,-0.8660254037844385,-0.5000000000000004,22.7,28.4,18.5,0.0,4.13,6.2,300000,2000,1200,1,0,0.8936,0.0,1923.0,54387.0,9367.0,25793.0,89547.0,95026.0,0.8954,93435.0,0.9059,94324.0,0.9189,97872.0,0.9214
2025-08-05,dam_tamesna,217,8,-0.8660254037844385,-0.5000000000000004,25.6,28.8,21.8,0.0,4.41,14.0,300000,2000,1200,1,0,0.8918,0.0,2049.0,52666.0,10149.0,29882.0,92698.0,89547.0,0.8936,86251.0,0.9042,96352.0,0.917,103559.0,0.9194
2025-08-06,dam_tamesna,218,8,-0.8660254037844385,-0.5000000000000004,23.5,26.6,20.0,0.0,4.25,9.6,300000,2000,1200,1,0,0.8901,0.0,1971.0,51567.0,8440.0,26447.0,86454.0,92698.0,0.8918,88034.0,0.9025,95669.0,0.9151,106356.0,0.9173
2025-08-07,dam_tamesna,219,8,-0.8660254037844385,-0.5000000000000004,24.1,27.7,20.8,0.0,4.85,6.0,300000,2000,1200,1,0,0.8883,0.0,2245.0,52590.0,11135.0,28637.0,92361.0,86454.0,0.8901,87189.0,0.9008,92701.0,0.9133,98169.0,0.9154
2025-08-08,dam_tamesna,220,8,-0.8660254037844385,-0.5000000000000004,24.7,27.8,18.9,0.0,4.15,8.7,300000,2000,1200,1,0,0.8867,0.0,1917.0,52166.0,9660.0,19788.0,81614.0,92361.0,0.8883,93997.0,0.8989,95056.0,0.9114,98552.0,0.9134
2025-08-09,dam_tamesna,221,8,-0.8660254037844385,-0.5000000000000004,21.7,24.8,16.3,0.0,4.3,4.8,300000,2000,1200,1,0,0.8849,0.0,1983.0,55995.0,10153.0,25516.0,91664.0,81614.0,0.8867,85340.0,0.8972,95187.0,0.9096,97405.0,0.9115
2025-08-10,dam_tamesna,222,8,-0.8660254037844385,-0.5000000000000004,21.4,26.8,18.1,0.0,4.13,6.6,300000,2000,1200,1,0,0.8832,0.0,1900.0,51865.0,9178.0,24340.0,85384.0,91664.0,0.8849,95026.0,0.8954,92188.0,0.9077,101032.0,0.9095
2025-08-11,dam_tamesna,223,8,-0.8660254037844385,-0.5000000000000004,24.8,27.9,20.6,0.0,3.32,7.8,300000,2000,1200,1,0,0.8815,0.0,1525.0,54640.0,10732.0,22970.0,88342.0,85384.0,0.8832,89547.0,0.8936,93435.0,0.9059,86179.0,0.9357
2025-08-12,dam_tamesna,224,8,-0.8660254037844385,-0.5000000000000004,22.5,31.5,19.4,0.0,3.14,7.6,300000,2000,1200,1,0,0.8799,0.0,1439.0,50651.0,8284.0,21918.0,80852.0,88342.0,0.8815,92698.0,0.8918,86251.0,0.9042,91513.0,0.9339
2025-08-13,dam_tamesna,225,8,-0.8660254037844385,-0.5000000000000004,22.2,26.0,18.1,0.0,4.3,1.1,300000,2000,1200,1,0,0.8782,0.0,1967.0,52371.0,9805.0,25152.0,87329.0,80852.0,0.8799,86454.0,0.8901,88034.0,0.9025,101025.0,0.9319
2025-08-14,dam_tamesna,226,8,-0.8660254037844385,-0.5000000000000004,22.5,26.9,19.0,4.3,4.26,7.7,300000,2000,1200,1,0,0.904,1431144.0,1945.0,54044.0,10124.0,20776.0,84943.0,87329.0,0.8782,92361.0,0.8883,87189.0,0.9008,97001.0,0.93
2025-08-15,dam_tamesna,227,8,-0.8660254037844385,-0.5000000000000004,20.5,24.1,17.3,0.0,4.0,7.9,300000,2000,1200,1,0,0.9023,0.0,1880.0,56276.0,9068.0,21377.0,86721.0,84943.0,0.904,81614.0,0.8867,93997.0,0.8989,95808.0,0.9281
2025-08-16,dam_tamesna,228,8,-0.8660254037844385,-0.5000000000000004,19.4,30.1,15.0,0.0,3.57,3.1,300000,2000,1200,1,0,0.9007,0.0,1675.0,52108.0,11074.0,16379.0,79560.0,86721.0,0.9023,91664.0,0.8849,85340.0,0.8972,89103.0,0.9264
2025-08-17,dam_tamesna,229,8,-0.8660254037844385,-0.5000000000000004,19.9,23.4,15.8,0.0,3.39,4.2,300000,2000,1200,1,0,0.8992,0.0,1588.0,51155.0,10301.0,18748.0,80205.0,79560.0,0.9007,85384.0,0.8832,95026.0,0.8954,94786.0,0.9245
2025-08-18,dam_tamesna,230,8,-0.8660254037844385,-0.5000000000000004,19.7,23.9,16.6,0.0,2.9,10.0,300000,2000,1200,1,0,0.8976,0.0,1356.0,50011.0,9403.0,19208.0,78623.0,80205.0,0.8992,88342.0,0.8815,89547.0,0.8936,95542.0,0.9226
2025-08-19,dam_tamesna,231,8,-0.8660254037844385,-0.5000000000000004,21.8,27.3,17.7,0.0,3.44,5.2,300000,2000,1200,1,0,0.8959,0.0,1606.0,55686.0,10390.0,22658.0,88734.0,78623.0,0.8976,80852.0,0.8799,92698.0,0.8918,95100.0,0.9208
2025-08-20,dam_tamesna,232,8,-0.8660254037844385,-0.5000000000000004,20.1,26.1,17.1,0.0,3.82,3.7,300000,2000,1200,1,0,0.8944,0.0,1780.0,50649.0,8955.0,16545.0,76148.0,88734.0,0.8959,87329.0,0.8782,86454.0,0.8901,94324.0,0.9189
2025-08-21,dam_tamesna,233,8,-0.8660254037844385,-0.5000000000000004,22.0,29.6,17.5,0.0,2.12,7.8,300000,2000,1200,1,0,0.8929,0.0,986.0,50609.0,9119.0,18029.0,77757.0,76148.0,0.8944,84943.0,0.904,92361.0,0.8883,96352.0,0.917
2025-08-22,dam_tamesna,234,8,-0.8660254037844385,-0.5000000000000004,25.5,29.1,22.4,0.0,3.62,5.1,300000,2000,1200,1,0,0.8913,0.0,1681.0,56580.0,9509.0,16266.0,82355.0,77757.0,0.8929,86721.0,0.9023,81614.0,0.8867,95669.0,0.9151
2025-08-23,dam_tamesna,235,8,-0.8660254037844385,-0.5000000000000004,21.2,26.7,16.9,0.0,3.03,10.2,300000,2000,1200,1,0,0.8897,0.0,1404.0,53949.0,9536.0,18976.0,82462.0,82355.0,0.8913,79560.0,0.9007,91664.0,0.8849,92701.0,0.9133
2025-08-24,dam_tamesna,236,8,-0.8660254037844385,-0.5000000000000004,23.4,28.6,19.8,0.0,3.21,15.8,300000,2000,1200,1,0,0.888,0.0,1485.0,54284.0,9534.0,19054.0,82872.0,82462.0,0.8897,80205.0,0.8992,85384.0,0.8832,95056.0,0.9114
2025-08-25,dam_tamesna,237,8,-0.8660254037844385,-0.5000000000000004,18.5,21.9,15.3,0.0,2.55,8.7,300000,2000,1200,1,0,0.8865,0.0,1178.0,51049.0,9212.0,18355.0,78616.0,82872.0,0.888,78623.0,0.8976,88342.0,0.8815,95187.0,0.9096
2025-08-26,dam_tamesna,238,8,-0.8660254037844385,-0.5000000000000004,23.1,28.6,19.8,0.0,3.12,6.5,300000,2000,1200,1,0,0.8849,0.0,1438.0,52138.0,10876.0,20446.0,83460.0,78616.0,0.8865,88734.0,0.8959,80852.0,0.8799,92188.0,0.9077
2025-08-27,dam_tamesna,239,8,-0.8660254037844385,-0.5000000000000004,21.0,24.5,16.7,0.0,2.2,3.3,300000,2000,1200,1,0,0.8833,0.0,1012.0,50035.0,9795.0,20146.0,79977.0,83460.0,0.8849,76148.0,0.8944,87329.0,0.8782,93435.0,0.9059
2025-08-28,dam_tamesna,240,8,-0.8660254037844385,-0.5000000000000004,18.4,22.4,14.0,0.0,2.95,3.9,300000,2000,1200,1,0,0.8817,0.0,1355.0,51968.0,10051.0,19224.0,81243.0,79977.0,0.8833,77757.0,0.8929,84943.0,0.904,86251.0,0.9042
2025-08-29,dam_tamesna,241,8,-0.8660254037844385,-0.5000000000000004,23.3,27.6,20.2,0.0,2.25,8.7,300000,2000,1200,1,0,0.8802,0.0,1032.0,50352.0,9930.0,18214.0,78495.0,81243.0,0.8817,82355.0,0.8913,86721.0,0.9023,88034.0,0.9025
2025-08-30,dam_tamesna,242,8,-0.8660254037844385,-0.5000000000000004,16.7,20.0,12.6,0.0,3.14,4.3,300000,2000,1200,1,0,0.8787,0.0,1437.0,51632.0,9534.0,16613.0,77779.0,78495.0,0.8802,82462.0,0.8897,79560.0,0.9007,87189.0,0.9008
2025-08-31,dam_tamesna,243,8,-0.8660254037844385,-0.5000000000000004,21.8,25.4,18.6,0.0,3.1,5.1,300000,2000,1200,1,0,0.8771,0.0,1416.0,54890.0,11230.0,16218.0,82339.0,77779.0,0.8787,82872.0,0.888,80205.0,0.8992,93997.0,0.8989
2025-09-01,dam_tamesna,244,9,-1.0,-1.8369701987210297e-16,17.4,22.5,13.9,0.0,2.27,7.9,300000,2000,1200,1,0,0.8755,0.0,1035.0,51280.0,9139.0,16676.0,77095.0,82339.0,0.8771,78616.0,0.8865,78623.0,0.8976,85340.0,0.8972
2025-09-02,dam_tamesna,245,9,-1.0,-1.8369701987210297e-16,19.3,22.6,16.1,0.0,2.8,4.2,300000,2000,1200,1,0,0.8739,0.0,1275.0,54694.0,11357.0,16795.0,82846.0,77095.0,0.8755,83460.0,0.8849,88734.0,0.8959,95026.0,0.8954
2025-09-03,dam_tamesna,246,9,-1.0,-1.8369701987210297e-16,18.8,23.1,14.6,0.0,2.55,4.2,300000,2000,1200,1,0,0.8725,0.0,1159.0,49141.0,9410.0,17030.0,75582.0,82846.0,0.8739,79977.0,0.8833,76148.0,0.8944,89547.0,0.8936
2025-09-04,dam_tamesna,247,9,-1.0,-1.8369701987210297e-16,16.3,20.9,13.0,0.0,2.15,3.5,300000,2000,1200,1,0,0.871,0.0,975.0,49536.0,9089.0,17017.0,75642.0,75582.0,0.8725,81243.0,0.8817,77757.0,0.8929,92698.0,0.8918
2025-09-05,dam_tamesna,248,9,-1.0,-1.8369701987210297e-16,22.7,25.7,18.6,0.0,1.92,5.5,300000,2000,1200,1,0,0.8695,0.0,870.0,49393.0,8068.0,19149.0,76609.0,75642.0,0.871,78495.0,0.8802,82355.0,0.8913,86454.0,0.8901
2025-09-06,dam_tamesna,249,9,-1.0,-1.8369701987210297e-16,19.2,22.3,15.9,0.0,2.32,5.6,300000,2000,1200,1,0,0.8681,0.0,1049.0,49020.0,9190.0,14553.0,72764.0,76609.0,0.8695,77779.0,0.8787,82462.0,0.8897,92361.0,0.8883
2025-09-07,dam_tamesna,250,9,-1.0,-1.8369701987210297e-16,19.2,22.2,16.2,0.0,1.83,2.6,300000,2000,1200,1,0,0.8666,0.0,826.0,51265.0,10706.0,15576.0,77546.0,72764.0,0.8681,82339.0,0.8771,82872.0,0.888,81614.0,0.8867
2025-09-08,dam_tamesna,251,9,-1.0,-1.8369701987210297e-16,25.0,30.0,21.3,0.0,1.57,4.1,300000,2000,1200,1,0,0.8651,0.0,707.0,51306.0,10260.0,14214.0,75780.0,77546.0,0.8666,77095.0,0.8755,78616.0,0.8865,91664.0,0.8849
2025-09-09,dam_tamesna,252,9,-1.0,-1.8369701987210297e-16,20.9,25.6,17.7,0.0,1.38,9.9,300000,2000,1200,1,0,0.8638,0.0,621.0,47111.0,7609.0,12462.0,67182.0,75780.0,0.8651,82846.0,0.8739,83460.0,0.8849,85384.0,0.8832
2025-09-10,dam_tamesna,253,9,-1.0,-1.8369701987210297e-16,20.7,25.1,16.6,0.0,1.93,4.6,300000,2000,1200,1,0,0.8624,0.0,867.0,49663.0,10387.0,12814.0,72864.0,67182.0,0.8638,75582.0,0.8725,79977.0,0.8833,88342.0,0.8815
2025-09-11,dam_tamesna,254,9,-1.0,-1.8369701987210297e-16,14.5,18.2,11.0,0.0,2.04,2.6,300000,2000,1200,1,0,0.8609,0.0,915.0,52041.0,9203.0,14813.0,76056.0,72864.0,0.8624,75642.0,0.871,81243.0,0.8817,80852.0,0.8799
2025-09-12,dam_tamesna,255,9,-1.0,-1.8369701987210297e-16,13.9,18.8,9.7,0.0,1.85,0.9,300000,2000,1200,1,0,0.8595,0.0,828.0,50196.0,8599.0,13269.0,72064.0,76056.0,0.8609,76609.0,0.8695,78495.0,0.8802,87329.0,0.8782
2025-09-13,dam_tamesna,256,9,-1.0,-1.8369701987210297e-16,16.2,22.0,11.9,0.0,2.72,6.3,300000,2000,1200,1,0,0.8581,0.0,1216.0,45963.0,8626.0,15342.0,69930.0,72064.0,0.8595,72764.0,0.8681,77779.0,0.8787,84943.0,0.904
2025-09-14,dam_tamesna,257,9,-1.0,-1.8369701987210297e-16,18.8,22.8,13.3,0.0,1.62,7.4,300000,2000,1200,1,0,0.8568,0.0,723.0,43080.0,9328.0,13739.0,66147.0,69930.0,0.8581,77546.0,0.8666,82339.0,0.8771,86721.0,0.9023
2025-09-15,dam_tamesna,258,9,-1.0,-1.8369701987210297e-16,14.9,18.8,11.4,0.0,0.52,0.6,300000,2000,1200,1,0,0.8555,0.0,232.0,47631.0,8764.0,12782.0,69177.0,66147.0,0.8568,75780.0,0.8651,77095.0,0.8755,79560.0,0.9007
2025-09-16,dam_tamesna,259,9,-1.0,-1.8369701987210297e-16,17.6,25.7,13.8,0.0,1.8,3.1,300000,2000,1200,1,0,0.8542,0.0,801.0,44728.0,9081.0,12940.0,66749.0,69177.0,0.8555,67182.0,0.8638,82846.0,0.8739,80205.0,0.8992
2025-09-17,dam_tamesna,260,9,-1.0,-1.8369701987210297e-16,19.2,23.3,15.6,0.0,2.15,1.9,300000,2000,1200,1,0,0.8529,0.0,955.0,45256.0,9355.0,14178.0,68789.0,66749.0,0.8542,72864.0,0.8624,75582.0,0.8725,78623.0,0.8976
2025-09-18,dam_tamesna,261,9,-1.0,-1.8369701987210297e-16,15.8,19.7,11.5,0.0,0.94,1.3,300000,2000,1200,1,0,0.8516,0.0,417.0,44379.0,9061.0,11424.0,64865.0,68789.0,0.8529,76056.0,0.8609,75642.0,0.871,88734.0,0.8959
2025-09-19,dam_tamesna,262,9,-1.0,-1.8369701987210297e-16,17.4,21.9,12.8,0.0,2.03,3.5,300000,2000,1200,1,0,0.8502,0.0,899.0,49127.0,8916.0,11997.0,70040.0,64865.0,0.8516,72064.0,0.8595,76609.0,0.8695,76148.0,0.8944
2025-09-20,dam_tamesna,263,9,-1.0,-1.8369701987210297e-16,17.8,24.3,14.0,0.0,1.71,2.8,300000,2000,1200,1,0,0.849,0.0,756.0,45767.0,7871.0,12407.0,66046.0,70040.0,0.8502,69930.0,0.8581,72764.0,0.8681,77757.0,0.8929
2025-09-21,dam_tamesna,264,9,-1.0,-1.8369701987210297e-16,16.9,20.7,13.8,0.0,1.96,8.5,300000,2000,1200,1,0,0.8476,0.0,865.0,49245.0,10316.0,11105.0,70666.0,66046.0,0.849,66147.0,0.8568,77546.0,0.8666,82355.0,0.8913
2025-09-22,dam_tamesna,265,9,-1.0,-1.8369701987210297e-16,18.6,23.3,11.0,0.0,1.31,0.9,300000,2000,1200,1,0,0.8463,0.0,577.0,45382.0,10187.0,11545.0,67114.0,70666.0,0.8476,69177.0,0.8555,75780.0,0.8651,82462.0,0.8897
2025-09-23,dam_tamesna,266,9,-1.0,-1.8369701987210297e-16,16.6,21.3,12.9,0.0,1.36,10.8,300000,2000,1200,1,0,0.8449,0.0,598.0,48056.0,8936.0,12754.0,69746.0,67114.0,0.8463,66749.0,0.8542,67182.0,0.8638,82872.0,0.888
2025-09-24,dam_tamesna,267,9,-1.0,-1.8369701987210297e-16,18.5,21.6,14.1,0.0,0.5,4.9,300000,2000,1200,1,0,0.8437,0.0,220.0,46632.0,8883.0,9648.0,65163.0,69746.0,0.8449,68789.0,0.8529,72864.0,0.8624,78616.0,0.8865
2025-09-25,dam_tamesna,268,9,-1.0,-1.8369701987210297e-16,14.7,18.1,11.1,2.4,1.76,5.0,300000,2000,1200,1,0,0.8574,782738.0,772.0,47317.0,9455.0,10946.0,67718.0,65163.0,0.8437,64865.0,0.8516,76056.0,0.8609,83460.0,0.8849
2025-09-26,dam_tamesna,269,9,-1.0,-1.8369701987210297e-16,15.0,19.7,10.4,0.0,2.24,3.2,300000,2000,1200,1,0,0.8561,0.0,999.0,47692.0,10622.0,10311.0,68625.0,67718.0,0.8574,70040.0,0.8502,72064.0,0.8595,79977.0,0.8833
2025-09-27,dam_tamesna,270,9,-1.0,-1.8369701987210297e-16,15.9,21.7,12.9,0.0,1.49,3.2,300000,2000,1200,1,0,0.8548,0.0,663.0,47274.0,8627.0,9816.0,65717.0,68625.0,0.8561,66046.0,0.849,69930.0,0.8581,81243.0,0.8817
2025-09-28,dam_tamesna,271,9,-1.0,-1.8369701987210297e-16,18.3,22.6,12.4,0.0,0.5,5.9,300000,2000,1200,0,0,0.8537,0.0,222.0,45671.0,9451.0,1311.0,56432.0,65717.0,0.8548,70666.0,0.8476,66147.0,0.8568,78495.0,0.8802
2025-09-29,dam_tamesna,272,9,-1.0,-1.8369701987210297e-16,14.7,17.9,10.4,0.0,0.97,3.5,300000,2000,1200,0,0,0.8526,0.0,431.0,46646.0,8710.0,1471.0,56826.0,56432.0,0.8537,67114.0,0.8463,69177.0,0.8555,77779.0,0.8787
2025-09-30,dam_tamesna,273,9,-1.0,-1.8369701987210297e-16,17.6,21.6,14.2,0.0,0.9,5.2,300000,2000,1200,0,0,0.8515,0.0,399.0,44799.0,9379.0,1632.0,55810.0,56826.0,0.8526,69746.0,0.8449,66749.0,0.8542,82339.0,0.8771
